employee_id,first_name,last_name,hire_date,job_title,salary,department_id,manager_id,current_location_id,status
102,Courtney,Logan,2024-05-26,"Psychologist, counselling",78702.01,16,NULL,14,Retired
103,Diana,Bray,2018-08-24,"Buyer, industrial",144569.56,11,NULL,10,Terminated
104,Samantha,Ashley,2018-12-03,"Chemist, analytical",141751.50,9,NULL,11,Terminated
105,Micheal,Hines,2023-05-05,"Air broker",99605.74,4,93,4,Active
106,Troy,Hill,2021-01-18,"Charity fundraiser",63230.03,9,NULL,11,Retired
107,Jeffrey,Anthony,2018-10-14,"Community arts worker",68515.52,9,NULL,11,Active
108,Russell,Reed,2024-03-10,"Outdoor activities/education manager",52932.08,12,37,12,Terminated
109,Debra,Rios,2021-04-17,"Data processing manager",138148.39,2,19,1,Terminated
110,Audrey,Smith,2016-03-06,"Field trials officer",50687.81,10,NULL,11,Active
111,Charles,Gray,2023-02-04,"Teaching laboratory technician",93206.68,5,NULL,5,Terminated
112,Zachary,Wilson,2017-07-04,"Social research officer, government",83861.56,10,38,11,"On Leave"
113,Chad,James,2020-02-04,"Scientist, research (life sciences)",99867.13,4,NULL,4,"On Leave"
114,Zoe,Washington,2015-09-04,"Quarry manager",91947.36,9,NULL,11,Retired
115,Gina,Cannon,2017-04-07,"Surveyor, rural practice",53616.39,9,NULL,11,Retired
116,Kelly,Moore,2020-07-14,"Multimedia specialist",46789.09,5,NULL,5,Terminated
117,Jordan,Barker,2021-07-04,"Doctor, hospital",124918.83,11,5,10,Retired
118,Gary,Hartman,2021-06-12,"Art therapist",76720.90,16,NULL,14,Retired
119,Kathleen,Kelly,2017-01-10,"Designer, graphic",104112.82,11,NULL,10,"On Leave"
120,Cassandra,Silva,2024-09-05,"Research scientist (medical)",35736.47,2,84,1,Terminated
121,Brian,Bowers,2020-12-25,Microbiologist,110290.44,4,NULL,4,Retired
122,Bethany,Jones,2017-02-13,Musician,83159.58,12,NULL,12,Terminated
123,Elizabeth,Fields,2023-07-17,"Data processing manager",58197.71,9,NULL,11,"On Leave"
124,Tracy,Maldonado,2022-07-17,"Engineer, manufacturing systems",89204.10,15,NULL,15,"On Leave"
125,John,Garcia,2022-01-03,"Engineer, broadcasting (operations)",98704.32,8,NULL,8,"On Leave"
126,Joseph,Ball,2021-11-01,"Radio broadcast assistant",67655.20,15,NULL,15,"On Leave"
127,Tammy,Jones,2019-02-09,"Hotel manager",42582.28,1,NULL,3,"On Leave"
128,Elizabeth,Miller,2025-02-28,"Museum education officer",31615.88,8,NULL,8,Retired
129,Daniel,Fields,2017-05-03,"Therapist, horticultural",57398.36,15,NULL,15,Active
130,Thomas,Rowe,2025-05-05,"Scientist, biomedical",34636.30,2,NULL,1,Terminated
131,William,Jackson,2025-01-11,"Editor, magazine features",149330.91,2,NULL,1,"On Leave"
132,Ryan,Nunez,2023-01-30,"Historic buildings inspector/conservation officer",125734.79,16,31,14,Retired
133,Danielle,Calderon,2022-05-05,"Television camera operator",142971.26,9,NULL,11,"On Leave"
134,Eugene,Preston,2021-02-17,"Financial adviser",108980.00,11,6,10,Active
135,Brandon,Steele,2023-11-20,"Energy manager",32689.94,11,41,10,"On Leave"
136,John,Short,2018-11-24,"Television production assistant",40637.66,16,NULL,14,Retired
137,Anna,Hardy,2022-06-04,"Film/video editor",40276.01,4,NULL,4,Active
138,David,Ochoa,2017-11-14,"IT sales professional",101760.26,1,NULL,3,"On Leave"
139,Rachel,Robertson,2024-08-07,"Textile designer",109399.15,10,NULL,11,Terminated
140,Frances,Hayes,2016-06-28,"Administrator, arts",131092.82,7,NULL,7,Active
141,David,Sanchez,2017-07-10,"Restaurant manager",114448.31,9,NULL,11,Active
142,Craig,Mosley,2023-03-24,Neurosurgeon,54706.32,5,NULL,5,"On Leave"
143,Sean,Adams,2020-05-24,"Scientist, research (medical)",83780.56,16,NULL,14,Terminated
144,Mathew,Freeman,2022-03-13,"Lighting technician, broadcasting/film/video",70899.16,8,NULL,8,Active
145,Maureen,Mcdonald,2021-06-01,"Government social research officer",115360.08,14,NULL,15,"On Leave"
146,Alejandro,Roberts,2024-06-20,"Chartered accountant",82118.11,7,NULL,7,Active
147,Amy,Romero,2022-02-20,"Probation officer",58592.98,14,NULL,15,"On Leave"
148,Jonathan,Munoz,2025-06-14,"Development worker, international aid",94076.31,7,NULL,7,Active
149,Derek,Wheeler,2022-11-19,"Higher education lecturer",130470.16,11,NULL,10,Retired
150,Destiny,Blair,2015-07-28,"Air traffic controller",124987.50,4,NULL,4,Retired
151,Alexis,Brown,2017-07-30,"Petroleum engineer",124072.37,14,NULL,15,"On Leave"
152,Thomas,Allen,2025-03-07,"Associate Professor",40079.58,10,116,11,Retired
153,Jeremy,Brewer,2017-12-26,"Hydrographic surveyor",129037.31,6,NULL,4,Terminated
154,Kelly,Kelly,2017-06-24,"Clothing/textile technologist",135842.32,12,33,12,Terminated
155,Paul,Perry,2021-11-08,"Surveyor, building control",113787.71,6,4,4,Active
156,Lawrence,Rios,2019-09-21,"Psychotherapist, dance movement",142278.84,13,146,12,"On Leave"
157,Amber,Gray,2019-02-18,"Psychologist, occupational",92856.44,16,NULL,14,Active
158,Brittany,Russell,2025-07-01,"Advertising art director",98083.07,3,155,3,Active
159,Dawn,Hansen,2015-08-29,"Engineer, biomedical",134338.18,16,85,14,Retired
160,Laura,Boyd,2022-01-09,"Therapist, drama",104909.45,10,NULL,11,Retired
161,Nicholas,Lopez,2019-03-09,"Mining engineer",34050.58,15,NULL,15,Active
162,Mark,Rodriguez,2021-06-06,"Legal executive",111818.44,13,NULL,12,Retired
163,Carl,Guerrero,2016-11-02,"Emergency planning/management officer",78663.59,16,127,14,"On Leave"
164,Scott,Terry,2016-07-28,"Teacher, adult education",136698.45,11,NULL,10,Terminated
165,Gloria,Cole,2017-03-12,"Public relations officer",84312.53,4,122,4,Retired
166,Matthew,Oneal,2018-11-17,"IT sales professional",133955.85,6,NULL,4,Active
167,Anna,Rogers,2023-01-07,"Plant breeder/geneticist",70889.68,15,118,15,"On Leave"
168,Hannah,Hall,2016-03-20,"Associate Professor",65584.13,11,57,10,"On Leave"
169,Andrew,Morton,2022-08-01,Barista,137059.95,16,NULL,14,Retired
170,Justin,Smith,2020-12-01,"Scientist, physiological",38469.61,11,153,10,Retired
171,Eric,Lloyd,2016-10-14,"Materials engineer",131294.36,11,NULL,10,"On Leave"
172,Anthony,Gray,2018-08-13,"Data processing manager",110465.78,16,NULL,14,Active
173,Richard,Ayers,2019-09-23,Podiatrist,89404.86,10,NULL,11,"On Leave"
174,Jason,Brown,2019-07-29,"Administrator, Civil Service",65450.49,4,NULL,4,"On Leave"
175,Gregory,Jones,2018-07-19,Banker,138841.31,3,NULL,3,Retired
176,Nicholas,Watson,2017-05-12,"Education officer, environmental",87222.78,10,NULL,11,Retired
177,Joe,Burke,2016-11-02,"Air traffic controller",49589.50,1,NULL,3,Terminated
178,Katherine,Lowe,2018-12-08,Solicitor,124464.59,16,74,14,Terminated
179,Heather,Wolfe,2017-11-28,Dentist,144353.51,11,151,10,Terminated
180,Michael,Khan,2017-11-24,"Producer, television/film/video",38606.73,6,27,4,"On Leave"
181,Ryan,Little,2015-09-20,"Chartered accountant",81871.01,1,NULL,3,Active
182,Rebecca,Johnson,2018-02-18,"Scientist, marine",71832.60,11,45,10,"On Leave"
183,Jeffrey,Herrera,2015-12-30,Herbalist,109299.79,15,108,15,Active
184,John,Gordon,2019-02-02,"Solicitor, Scotland",51546.76,4,NULL,4,Terminated
185,Karen,Warner,2021-03-22,"Volunteer coordinator",52068.91,4,71,4,Active
186,Karl,Monroe,2021-03-16,"Forensic scientist",73255.44,3,NULL,3,Terminated
187,Albert,Knox,2021-01-09,"Theatre director",67253.28,5,NULL,5,"On Leave"
188,Kristina,Parsons,2021-12-25,"Education officer, community",90373.66,1,NULL,3,Terminated
189,William,Pierce,2017-12-10,"Graphic designer",71703.13,5,NULL,5,Active
190,Tommy,Pruitt,2017-02-04,"Clinical molecular geneticist",72674.48,13,117,12,"On Leave"
191,Tammy,Moran,2023-07-02,"Education officer, environmental",137158.08,8,73,8,Active
192,James,Roberts,2021-01-09,"Chartered loss adjuster",44966.62,10,NULL,11,Terminated
193,Albert,Davila,2016-12-09,"Marketing executive",125423.62,10,NULL,11,Terminated
194,Hannah,Rivers,2024-10-22,"Engineer, petroleum",140381.60,16,187,14,Terminated
195,Casey,Foster,2017-03-22,"English as a second language teacher",44402.17,2,34,1,Retired
196,Trevor,White,2018-05-16,"Chartered legal executive (England and Wales)",70168.30,1,NULL,3,Retired
197,Jesse,Brooks,2021-04-27,"Database administrator",95656.74,9,NULL,11,Active
198,Jessica,Moore,2018-07-04,"Retail manager",92620.25,2,NULL,1,"On Leave"
199,Tyler,Steele,2016-03-01,"Fitness centre manager",76852.54,11,112,10,Retired
200,Carl,Robinson,2016-07-18,"Agricultural engineer",43533.18,11,NULL,10,Retired
201,Scott,Shannon,2024-06-08,"Art gallery manager",145694.64,8,NULL,8,Active
202,Eric,Johnson,2018-01-12,"Magazine journalist",36740.55,16,NULL,14,Terminated
203,Michele,Rios,2018-01-20,"Passenger transport manager",100139.98,16,NULL,14,Active
204,Eric,Camacho,2022-05-29,"Medical secretary",101589.14,10,NULL,11,"On Leave"
205,Robyn,Stevens,2024-02-16,"Private music teacher",83259.93,11,NULL,10,"On Leave"
206,Stacey,Vazquez,2016-06-10,"Clinical embryologist",58885.10,6,NULL,4,Terminated
207,Melissa,Reeves,2024-12-15,"Personnel officer",106488.15,12,NULL,12,Terminated
208,Cynthia,Lee,2021-04-15,"Geologist, wellsite",91778.00,3,NULL,3,Retired
209,Rebecca,Peck,2016-06-08,"Operational investment banker",126116.14,12,NULL,12,Terminated
210,Michelle,Greene,2015-10-19,"Food technologist",88230.72,4,NULL,4,Terminated
211,Tiffany,Wright,2023-01-04,"Secretary, company",96449.39,6,NULL,4,Active
212,Michael,Melton,2015-09-28,"Amenity horticulturist",85823.85,11,NULL,10,Active
213,Brian,Manning,2017-12-10,"International aid/development worker",146218.92,12,NULL,12,Retired
214,Brittany,Morris,2024-10-20,"Engineer, civil (consulting)",121587.66,6,NULL,4,"On Leave"
215,Melvin,Goodman,2019-03-05,"Health promotion specialist",68729.22,13,NULL,12,Active
216,Kathleen,Benton,2024-03-13,"Designer, textile",39617.31,4,NULL,4,"On Leave"
217,Stephanie,Sharp,2022-03-28,"Volunteer coordinator",40169.71,8,NULL,8,Terminated
218,James,Rollins,2022-03-13,"Accommodation manager",117070.17,12,NULL,12,Terminated
219,Rebekah,Ellis,2019-11-15,"Estate agent",66844.46,9,NULL,11,Terminated
220,Albert,Hill,2018-06-24,"Farm manager",117106.22,13,NULL,12,Active
221,Steven,Anderson,2017-09-26,"Licensed conveyancer",53154.22,10,NULL,11,Retired
222,Jeffrey,Hogan,2017-07-15,"Medical laboratory scientific officer",97163.81,4,NULL,4,Terminated
223,Carl,Johnson,2023-04-27,"Designer, exhibition/display",104666.43,16,NULL,14,Retired
224,Kevin,Hood,2016-03-06,"Environmental health practitioner",132577.93,9,89,11,Active
225,Jenna,Herrera,2019-02-22,"Personnel officer",112677.11,8,199,8,"On Leave"
226,Rachel,Garza,2022-01-25,"Tree surgeon",41419.92,1,74,3,"On Leave"
227,Stephanie,Johnson,2018-07-06,"Therapist, horticultural",108855.76,13,75,12,Active
228,Sandra,Young,2015-08-19,"Energy engineer",88059.58,1,NULL,3,"On Leave"
229,Aaron,Guerra,2016-05-22,"Librarian, academic",140844.19,13,10,12,Active
230,Chad,Horton,2024-11-24,"Surveyor, hydrographic",126386.71,6,NULL,4,Active
231,Jon,Mercado,2022-05-19,"Health physicist",112201.01,14,NULL,15,"On Leave"
232,Edward,Kelly,2021-03-24,Actuary,85353.75,1,NULL,3,Terminated
233,Natasha,Skinner,2020-10-23,"Stage manager",87521.07,10,NULL,11,Retired
234,Lindsay,Morales,2020-02-13,"Data scientist",84532.69,4,NULL,4,Active
235,David,Smith,2020-07-09,"Industrial/product designer",34300.05,9,NULL,11,Retired
236,Kelsey,Ramos,2024-01-12,"Chartered loss adjuster",66135.08,3,NULL,3,Terminated
237,Samantha,Weeks,2017-01-21,"Production assistant, radio",86260.27,10,220,11,Terminated
238,Daniel,Mccarthy,2022-07-11,"Magazine features editor",123403.30,5,NULL,5,Retired
239,Monique,Lawrence,2022-02-10,"Diplomatic Services operational officer",50636.19,7,NULL,7,"On Leave"
240,Susan,Moon,2022-03-05,"Engineer, electronics",103594.45,14,NULL,15,Terminated
241,Matthew,Wiggins,2017-01-21,"Seismic interpreter",98828.94,3,NULL,3,Retired
242,April,Williams,2022-01-05,"Surveyor, building control",147320.68,9,NULL,11,Retired
243,Megan,Wood,2024-03-13,"TEFL teacher",33694.35,2,115,1,Active
244,David,Massey,2023-06-23,"Health and safety adviser",91590.67,11,121,10,"On Leave"
245,Tammy,Clark,2020-01-12,"Scientist, water quality",108622.43,16,226,14,Active
246,Bryan,Cannon,2018-04-26,"Mechanical engineer",47233.39,16,186,14,Active
247,Travis,Holmes,2018-07-02,"Learning disability nurse",107795.87,6,NULL,4,Active
248,James,Barrett,2020-10-29,"Equities trader",110560.75,10,2,11,Active
249,Eric,Hale,2015-10-15,"Dance movement psychotherapist",57811.72,16,70,14,Terminated
250,Jose,Wilson,2015-07-27,"Futures trader",75840.84,11,NULL,10,"On Leave"
251,Kathleen,Lara,2017-12-27,"Mining engineer",36334.00,8,NULL,8,"On Leave"
252,Thomas,Santos,2025-01-18,"Senior tax professional/tax inspector",119453.74,8,NULL,8,Retired
253,Matthew,Lane,2020-02-27,"Armed forces technical officer",81192.12,5,94,5,Active
254,Edward,Allen,2016-02-05,"Restaurant manager, fast food",72905.68,9,NULL,11,Active
255,Deborah,Garcia,2019-05-22,"English as a foreign language teacher",56002.65,15,83,15,Retired
256,Brian,Smith,2023-07-26,"Legal secretary",37402.75,3,NULL,3,"On Leave"
257,Christopher,Gordon,2016-11-19,"Animal nutritionist",81227.01,10,NULL,11,Active
258,Daniel,Flores,2022-06-18,"Development worker, international aid",38515.66,16,238,14,Active
259,Austin,Ward,2025-06-25,"Nature conservation officer",49078.16,2,NULL,1,Retired
260,John,Brown,2019-11-08,"Production designer, theatre/television/film",117290.94,2,NULL,1,"On Leave"
261,Thomas,Alexander,2019-05-14,Animator,45643.10,7,NULL,7,"On Leave"
262,Kathleen,Henderson,2016-04-25,Chiropodist,112623.20,2,NULL,1,Terminated
263,Kenneth,Ford,2020-09-04,"Chief Operating Officer",91925.96,7,NULL,7,Retired
264,Scott,Walker,2022-09-13,"Youth worker",83336.21,4,NULL,4,Retired
265,John,Jones,2022-03-24,"Licensed conveyancer",74208.07,2,248,1,Terminated
266,David,Moody,2022-04-03,"Nurse, learning disability",104702.31,15,186,15,"On Leave"
267,Kimberly,Lewis,2025-03-02,"Financial planner",36160.37,2,NULL,1,Retired
268,Jacob,Combs,2024-05-14,"Network engineer",98558.02,5,NULL,5,Terminated
269,Sheila,Hurley,2025-03-09,"Dispensing optician",102995.20,13,NULL,12,Active
270,Brandon,Winters,2016-02-01,"Accountant, chartered",41809.89,2,NULL,1,Active
271,Jessica,Pena,2019-11-16,Microbiologist,80130.35,6,NULL,4,Retired
272,Nicole,Perkins,2022-09-26,"Magazine features editor",40787.23,4,195,4,Active
273,Matthew,Patterson,2025-02-22,"Early years teacher",85048.28,12,213,12,Retired
274,Paula,White,2023-05-04,"Plant breeder/geneticist",120080.25,10,NULL,11,"On Leave"
275,Timothy,Choi,2015-07-21,"Multimedia programmer",112725.65,5,NULL,5,Active
276,Nicole,Marshall,2016-10-09,"Editor, magazine features",107298.82,2,NULL,1,Retired
277,Brandon,Ho,2017-06-25,"Teacher, adult education",107167.78,13,125,12,Active
278,Seth,Kim,2019-05-12,"Corporate treasurer",108743.92,2,NULL,1,Terminated
279,Nicholas,Adams,2016-02-26,"Careers information officer",60427.98,10,NULL,11,Active
280,Jason,Griffith,2021-09-17,"Teacher, English as a foreign language",105877.56,6,NULL,4,Active
281,April,Gibson,2018-11-25,"Public relations account executive",89106.21,14,40,15,Active
282,Michael,Gibbs,2023-08-06,"Charity fundraiser",55819.92,14,NULL,15,Active
283,April,Reeves,2020-09-17,"Designer, fashion/clothing",84333.52,1,NULL,3,Retired
284,John,Harris,2023-07-15,"IT technical support officer",89923.57,7,216,7,Retired
285,Peter,Atkins,2015-11-11,Pharmacologist,51939.34,9,NULL,11,"On Leave"
286,Monica,Chang,2021-09-15,"Consulting civil engineer",63717.76,14,NULL,15,"On Leave"
287,Peter,Gates,2017-06-16,"Primary school teacher",139174.74,14,NULL,15,Active
288,Lindsey,Hughes,2016-08-27,"Interior and spatial designer",39097.90,12,83,12,Retired
289,James,Lowe,2015-07-26,"Teacher, adult education",56421.57,11,NULL,10,"On Leave"
290,Christian,Martin,2018-10-14,"Pensions consultant",62493.32,5,108,5,Active
291,Thomas,Allen,2015-12-17,"Catering manager",95211.68,10,NULL,11,Active
292,Tracy,Williams,2017-03-08,Psychiatrist,105464.68,9,NULL,11,Active
293,Marc,Hoffman,2018-08-18,"Jewellery designer",112667.64,5,NULL,5,Retired
294,Sara,Solomon,2020-08-26,"Agricultural consultant",63280.44,4,NULL,4,Active
295,Katie,Miller,2024-11-02,"Research scientist (life sciences)",93102.78,12,NULL,12,Terminated
296,David,Mccoy,2020-07-02,"Systems analyst",57637.34,3,NULL,3,"On Leave"
297,Sandra,Montgomery,2021-07-23,"Risk analyst",69323.56,4,174,4,"On Leave"
298,Amy,Johnston,2021-12-15,Toxicologist,85421.17,13,NULL,12,"On Leave"
299,Amy,Peters,2018-01-10,"Psychotherapist, dance movement",114187.93,2,NULL,1,Active
300,Katherine,Phillips,2015-10-01,Herpetologist,80820.02,12,NULL,12,Terminated
301,Jessica,Silva,2018-06-22,"Theatre director",46118.89,9,162,11,Active
302,John,Dunn,2023-06-07,"Psychotherapist, child",35961.01,14,NULL,15,"On Leave"
303,Brandy,Walker,2021-12-26,Actuary,53148.19,6,NULL,4,Active
304,Carol,Schmidt,2016-06-27,Curator,140698.78,3,NULL,3,"On Leave"
305,Angela,Guerrero,2018-11-16,"Engineer, automotive",149571.47,6,234,4,Retired
306,Nicole,Taylor,2022-01-31,"Surveyor, mining",149828.55,7,219,7,Retired
307,Suzanne,Yang,2016-12-16,"Librarian, academic",104455.91,9,NULL,11,"On Leave"
308,Kimberly,Pratt,2024-02-02,"Retail banker",107461.83,9,NULL,11,Retired
309,Kelli,Simmons,2023-03-26,"Sports therapist",59607.50,6,NULL,4,Active
310,Sarah,Lang,2018-02-27,"Mining engineer",94004.55,9,NULL,11,Terminated
311,Roy,Williams,2024-10-10,"Pharmacist, community",38475.67,10,NULL,11,"On Leave"
